Id,Wohngebiet,Nachbarschaft,Bedingung1,Bedingung2,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Versorgung,Grundstuecksgroesse,Grundstuecksform,Gelaendekontur,Gelaendeneigung,Grundstueckanordnung,Strassenlaenge,Strassentyp,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Dachmeterial,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,Kellerbereichgroesse2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,GeringequalitaetFlaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Poolqualitaet,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,Garagenqualitaet,Garagenzustand,EinfahrtGepflastert,Sondermerkmal,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
423,WN,Gallus,Norm,Norm,50,1Fam,1.5V,1948,2017,5,7,EGWA,1096.2,Reg,Ebn,San,Inn,18.0,Pfla,BetonGeg,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,52.65,52.65,0.0,0.0,94.77,52.65,42.12,0.0,5,Typ,1,1,2,1,Ag,0,KeineKamine,GasWO,Gu,J,SichAr,3.78,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,1,2018,GarK,Familie,102000.0
424,WN,Gallus,Zubr,Norm,50,1Fam,1.5V,1920,2006,5,3,EGWA,756.9,Reg,Ebn,San,2St,17.4,Pfla,BetonGeg,Kein,0.0,Holz,Vinyl,GiebelS,VerbSch,Du,Ar,Ty,Ty,Ke,NAu,0.0,NAu,0.0,59.22,59.22,0.0,0.0,106.56,59.22,47.34,0.0,8,Typ,1,0,5,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,13.59,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,5,2016,GarK,AngrLand,68850.0
425,WM,Bornhei,Norm,Norm,50,1Fam,1.5V,1947,2010,6,7,EGWA,540.0,Reg,Ebn,San,Inn,15.0,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,DAR,18.09,SQ,14.58,41.58,74.25,0.0,0.0,134.73,74.25,60.48,0.0,5,Typ,2,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,24.48,0.0,0.0,0.0,0.0,0.0,KeinPool,GuPrv,Abgetr,2014.0,NAu,1.0,60.48,Du,Du,J,Keine,0.0,5,2018,GarK,Normal,133450.0
426,WN,Nordend,Zubr,EbNA,90,DopH,1Sto,1986,1986,5,6,EGWA,1035.0,UR1,Ebn,San,Eck,20.684476534296028,Pfla,BetonSte,ZiegGla,14.76,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,151.2,151.2,0.0,0.0,151.2,151.2,0.0,0.0,8,Typ,2,0,4,2,Du,0,KeineKamine,GasWO,Ar,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1986.0,NAu,2.0,47.52,Du,Du,J,Keine,0.0,6,2017,GarK,Normal,116369.25
427,WM,Eisenba,Norm,Norm,70,1Fam,2Sto,1930,2007,5,7,EGWA,962.1,Reg,Ebn,San,Inn,17.7,Pfla,BetonSte,Kein,0.0,Vinyl,Vinyl,Walm,VerbSch,Du,Gu,Ty,Ar,Ke,DAR,41.04,NAu,0.0,19.44,60.48,0.0,0.0,120.96,60.48,60.48,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SichDu,0.0,11.52,19.62,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1974.0,NAu,1.0,42.12,Du,Ar,J,Keine,0.0,7,2019,GarK,Normal,124950.0
428,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,2013,2013,6,5,EGWA,822.15,Reg,Ebn,San,Inn,21.0,Pfla,BetonGeg,ZiegGla,10.8,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,30.6,NAu,0.0,120.78,151.38,1.0,0.0,153.0,153.0,0.0,0.0,7,Typ,2,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,17.28,2.07,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2013.0,GAu,2.0,48.96,Du,Du,J,Keine,0.0,5,2016,GarK,Normal,170000.0
429,WM,Bornhei,EbNU,Zubr,70,1Fam,2Sto,1930,2009,6,8,EGWA,553.95,UR1,Ebn,San,3St,18.0,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ar,Ar,Mn,NAu,0.0,NAu,0.0,54.99,54.99,0.0,0.0,122.58,67.59,54.99,0.0,6,Typ,2,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,7.56,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1930.0,Aus,2.0,45.18,Du,Ar,J,Keine,0.0,6,2018,GarK,Normal,108800.0
430,WM,Eisenba,Norm,Norm,70,1Fam,2Sto,1920,2014,5,8,EGWA,676.62,Reg,Ebn,San,3St,18.0,Pfla,ZiegFli,Kein,0.0,AsbeSch,Sperrho,Giebel,VerbSch,Ar,Gu,Ar,Ar,Ke,NAu,0.0,NAu,0.0,35.64,35.64,0.0,0.0,119.7,59.85,59.85,0.0,7,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SLSRo,0.0,6.48,4.05,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,2011.0,NAu,1.0,35.1,Du,Du,N,Keine,0.0,7,2016,GarK,Normal,99025.0
431,WN,Dornbus,Norm,Norm,80,1Fam,GSto,1966,1966,5,5,EGWA,1402.56,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,ZiegGla,32.94,Holz,Holz,Walm,VerbSch,Du,Du,Ty,Ty,Mn,NAu,0.0,NAu,0.0,74.25,74.25,0.0,1.0,186.39,186.39,0.0,0.0,9,Typ,1,1,4,1,Du,1,Du,GasWO,Ag,J,SLSRo,11.79,2.52,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1966.0,NAu,1.0,30.24,Du,Du,J,Keine,0.0,10,2019,GarK,Normal,140250.0
432,WM,Eckenhe,Haup,Norm,120,StHAb,1Sto,2014,2015,8,5,EGWA,342.99,UR1,Hng,Mit,Eck,13.2,Pfla,BetonGeg,Stein,16.74,Zement,Zement,Walm,VerbSch,Gu,Du,Ag,Ty,Gu,GWR,123.57,NAu,0.0,19.89,143.46,1.0,1.0,148.14,148.14,0.0,0.0,5,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,11.52,4.77,0.0,0.0,13.95,0.0,KeinPool,KeinZaun,Verbund,2014.0,Aus,2.0,47.25,Du,Du,J,Keine,0.0,5,2020,GarK,Normal,209100.0
433,WN,Nordend,Norm,Norm,20,1Fam,1Sto,1984,1984,6,5,EGWA,912.6,Reg,Ebn,San,Inn,23.4,Pfla,BetonSte,ZiegGla,15.66,Hartfas,Hartfas,Walm,VerbSch,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,0.0,95.76,95.76,0.0,0.0,121.5,121.5,0.0,0.0,7,Typ,2,0,3,1,Du,1,Du,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1984.0,GAu,2.0,43.02,Du,Du,J,Keine,0.0,8,2019,GarK,Normal,140250.0
434,WN,Nordend,Norm,Norm,20,1Fam,1Sto,1983,2010,5,6,EGWA,900.0,Reg,Ebn,San,Inn,24.0,Pfla,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,UWR,97.56,NAu,0.0,8.28,105.84,0.0,1.0,106.02,106.02,0.0,0.0,5,Typ,1,1,3,1,Gu,1,Ar,GasWO,Gu,J,SLSRo,20.16,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1983.0,NAu,2.0,39.51,Du,Du,J,Keine,0.0,11,2018,GarK,Normal,133450.0
435,WN,Dornbus,Norm,Norm,80,1Fam,GSto,1979,1979,6,5,EGWA,1930.77,UR1,Snk,Sta,SG,20.684476534296028,Pfla,BetonSte,Kein,0.0,Sperrho,Sperrho,Flach,Metall,Du,Du,Ty,Ty,Gu,DWR,84.42,NAu,0.0,0.0,84.42,1.0,0.0,88.92,88.92,0.0,0.0,4,Typ,1,0,1,1,Du,2,Du,GasWO,Ag,J,SLSRo,0.0,11.7,0.0,11.7,0.0,0.0,KeinPool,KeinZaun,Verbund,1979.0,NAu,2.0,48.6,Du,Du,J,Keine,0.0,10,2016,GarK,Normal,153000.0
436,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1977,1977,5,5,EGWA,931.95,UR1,Ebn,San,Eck,20.684476534296028,Pfla,BetonSte,ZiegGla,17.64,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,UWR,62.55,NAu,0.0,46.71,109.26,0.0,0.0,109.26,109.26,0.0,0.0,5,Typ,2,0,3,1,Du,1,Ar,GasWO,Du,J,SLSRo,0.0,9.99,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1977.0,GAu,1.0,28.62,Du,Du,J,Keine,0.0,7,2017,GarK,Normal,121550.0
437,WM,Altstad,Norm,Norm,70,1Fam,2Sto,1920,2012,5,8,EGWA,891.0,Reg,Ebn,San,Eck,27.0,Pfla,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,45.36,45.36,0.0,0.0,131.76,68.76,63.0,0.0,7,Typ,2,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,15.84,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,3,2019,GarK,Normal,109650.0
438,WN,Gallus,Zubr,Norm,50,1Fam,1.5V,1934,1960,4,5,EGWA,783.63,Reg,Ebn,San,2St,18.6,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,98.37,98.37,0.0,0.0,150.21,98.37,51.84,0.0,9,Ger2,1,1,4,1,Du,0,KeineKamine,GasWO,Du,N,SichAr,0.0,0.0,5.04,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1934.0,NAu,1.0,25.92,Ar,Du,J,Keine,0.0,5,2016,GarK,AngrLand,90950.0
439,WN,Ginnhei,Norm,Norm,20,1Fam,1Sto,2017,2017,7,5,EGWA,800.91,UR1,Ebn,San,Inn,21.9,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,2.16,NAu,0.0,118.44,120.6,0.0,0.0,120.6,120.6,0.0,0.0,6,Typ,2,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,9.0,2.7,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,Aus,2.0,35.64,Du,Du,J,Keine,0.0,8,2017,Neu,Unfertig,153963.9
440,WN,Sachsen,Norm,Norm,20,1Fam,1Sto,1960,1960,5,5,EGWA,1923.3,Reg,Ebn,San,2St,30.0,Pfla,Platten,Kein,0.0,Holz,Metall,Giebel,VerbSch,Du,Du,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,147.6,147.6,0.0,0.0,7,Ger1,1,0,3,1,Du,1,Gu,GasWO,Du,J,SichDu,0.0,0.0,20.25,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1960.0,GAu,2.0,35.46,Du,Du,J,Schu,510.0,6,2016,GarK,Normal,111350.0
441,WN,Nordend,Norm,Norm,80,1Fam,GSto,1988,1988,6,6,EGWA,935.55,UR1,Ebn,San,2St,20.684476534296028,Pfla,BetonSte,ZiegGla,20.97,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Du,DWR,54.45,NAu,0.0,38.43,92.88,0.0,1.0,92.88,92.88,0.0,0.0,6,Typ,2,0,3,1,Du,1,Du,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1988.0,NAu,2.0,50.76,Du,Du,J,Schu,425.0,7,2017,GarK,Normal,125800.0
442,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,2017,2017,7,6,EGWA,995.22,Reg,Ebn,San,Eck,25.5,Pfla,BetonGeg,Stein,19.08,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,5.04,NAu,0.0,135.72,140.76,0.0,0.0,140.76,140.76,0.0,0.0,6,Typ,2,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,2.16,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,GAu,3.0,73.26,Du,Du,J,Keine,0.0,2,2018,GarK,Normal,186010.6
443,WN,Eckenhe,Norm,Norm,50,1Fam,1.5V,1949,2016,7,9,EGWA,1409.4,UR1,Ebn,San,Eck,20.684476534296028,Pfla,BetonSte,ZiegGla,28.08,Vinyl,Vinyl,Giebel,VerbSch,Gu,Gu,Ty,Ty,Ke,UWR,30.69,NAu,0.0,41.13,71.82,0.0,1.0,175.86,102.33,73.53,0.0,8,Typ,1,1,3,1,Gu,2,Du,GasWO,Ag,J,SLSRo,0.0,10.71,13.5,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1949.0,NAu,2.0,38.79,Du,Du,J,Keine,0.0,5,2018,GarK,Normal,264775.0
444,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1974,1974,6,6,EGWA,792.0,Reg,Ebn,San,Inn,24.0,Pfla,BetonSte,ZiegGla,38.25,Hartfas,Hartfas,Walm,VerbSch,Du,Du,Ty,Ty,Ke,UWR,49.77,NAu,0.0,62.82,112.59,1.0,0.0,112.59,112.59,0.0,0.0,6,Typ,1,0,3,1,Du,2,Gu,GasWO,Du,J,SLSRo,0.0,10.44,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1974.0,GAu,1.0,41.49,Du,Du,J,Schu,595.0,3,2016,GarK,Normal,136000.0
445,WN,Nied,Norm,Norm,60,1Fam,2Sto,2016,2016,9,5,EGWA,1207.62,Reg,Ebn,San,Inn,32.4,Pfla,BetonGeg,ZiegGla,24.3,Vinyl,Vinyl,Walm,VerbSch,Gu,Du,Ag,Ty,Gu,GWR,127.8,NAu,0.0,38.7,166.5,1.0,0.0,247.32,166.5,80.82,0.0,9,Typ,2,1,4,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,19.08,16.38,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2016.0,Aus,3.0,76.5,Du,Du,J,Keine,0.0,10,2018,GarK,Abnormal,331500.0
446,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1980,1980,4,6,EGWA,626.4,Reg,Ebn,San,Inn,18.0,Pfla,BetonSte,Kein,0.0,Hartfas,Sperrho,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DWR,33.75,UWR,21.51,22.5,77.76,0.0,0.0,77.76,77.76,0.0,0.0,5,Typ,1,0,3,1,Gu,0,KeineKamine,GasWO,Du,J,SLSRo,8.64,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1999.0,NAu,2.0,59.4,Du,Du,J,Schu,425.0,11,2019,GarK,Normal,102425.0
447,WN,Gallus,Norm,Norm,75,1Fam,2.5U,1945,2000,6,8,EGWA,1782.0,Reg,Ebn,San,Inn,18.0,Pfla,ZiegFli,Kein,0.0,ZiegMau,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DAR,38.25,NAu,0.0,126.99,165.24,0.0,0.0,330.48,165.24,165.24,0.0,7,Typ,3,1,5,1,Gu,2,Gu,GasWO,Gu,J,SLSRo,61.56,7.2,2.88,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2003.0,NAu,2.0,75.24,Du,Du,J,Keine,0.0,12,2016,GarK,Normal,352750.0
448,WM,Eisenba,Norm,Norm,30,1Fam,1Sto,1932,1960,4,4,EGWA,327.24,Reg,Ebn,San,Inn,12.0,Pfla,ZiegFli,Kein,0.0,AsbeSch,AsbeSch,Giebel,VerbSch,Du,Du,Ty,Ar,Ke,NAu,0.0,NAu,0.0,71.64,71.64,0.0,0.0,71.64,71.64,0.0,0.0,5,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Ar,N,SLSRo,0.0,0.0,9.0,0.0,0.0,0.0,KeinPool,MnPrv,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,N,Keine,0.0,1,2018,GarK,Normal,46750.0
449,WN,Gallus,Norm,Norm,80,1Fam,GSto,1987,1987,6,6,EGWA,867.42,UR1,Ebn,San,SG,20.684476534296028,Pfla,BetonSte,Kein,0.0,Sperrho,Sperrho,Walm,VerbSch,Du,Du,Ty,Ty,Du,DWR,33.12,DAR,10.8,48.69,92.61,1.0,0.0,100.53,100.53,0.0,0.0,6,Typ,1,0,3,1,Du,1,Ar,GasWO,Du,J,SLSRo,26.28,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1987.0,GAu,2.0,48.78,Du,Du,J,Keine,0.0,11,2018,GarK,Normal,124950.0
450,WM,Eckenhe,Norm,Norm,120,StHAb,1Sto,2014,2015,7,5,EGWA,342.99,UR1,Hng,Mit,Inn,13.2,Pfla,BetonGeg,Stein,15.66,Zement,Zement,Walm,VerbSch,Gu,Du,Ag,Ty,Gu,GWR,132.66,NAu,0.0,10.8,143.46,1.0,1.0,148.14,148.14,0.0,0.0,5,Typ,2,0,2,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,11.52,4.77,0.0,0.0,13.95,0.0,KeinPool,KeinZaun,Verbund,2014.0,Aus,2.0,43.38,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,212500.0
451,WN,Sachsen,Norm,Norm,20,1Fam,1Sto,1977,1977,5,5,EGWA,883.71,UR1,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,ZiegGla,2.79,Metall,Metall,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,UWR,40.5,NAu,0.0,38.88,79.38,0.0,0.0,81.0,81.0,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,1980.0,NAu,1.0,25.2,Du,Du,J,Keine,0.0,2,2020,GarK,Normal,103700.0
452,WN,Höchst,Haup,Norm,20,1Fam,1Sto,1972,1972,5,6,EGWA,630.0,Reg,Ebn,San,Inn,21.0,Pfla,BetonSte,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,UWR,42.12,NAu,0.0,35.64,77.76,0.0,1.0,77.76,77.76,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,GuHol,Verbund,1972.0,NAu,1.0,30.24,Du,Du,J,Keine,0.0,2,2016,GarK,Normal,89250.0
453,WN,Ginnhei,Norm,Norm,60,1Fam,2Sto,2012,2012,6,5,EGWA,706.59,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,Unbekannt,-1.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,56.25,NAu,0.0,21.15,77.4,1.0,0.0,176.4,77.4,99.0,0.0,8,Typ,2,1,4,1,Gu,2,Du,GasWO,Ag,J,SLSRo,25.92,4.32,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2012.0,Aus,2.0,39.6,Du,Du,J,Keine,0.0,5,2020,GarK,Normal,184025.0
454,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1970,1970,5,5,EGWA,711.27,Reg,Ebn,San,Inn,21.0,Pfla,BetonSte,Kein,0.0,ZiegMau,ZiegGla,Walm,VerbSch,Du,Du,Ty,Ty,Ke,DAR,66.51,NAu,0.0,45.27,111.78,1.0,0.0,111.78,111.78,0.0,0.0,6,Typ,1,1,3,1,Du,0,KeineKamine,GasWO,Gu,J,SichDu,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1970.0,GAu,1.0,29.16,Du,Du,J,Keine,0.0,5,2017,GarK,Familie,129200.0
455,WN,Nied,Norm,Norm,120,StHAb,1Sto,2018,2018,9,5,EGWA,909.9,UR1,Ebn,San,Inn,17.4,Pfla,BetonGeg,ZiegGla,44.28,Metall,Metall,Walm,VerbSch,Ag,Du,Gu,Ty,Ke,GWR,33.48,NAu,0.0,133.74,167.22,1.0,0.0,167.94,167.94,0.0,0.0,7,Typ,2,0,2,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,0.0,4.32,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2018.0,Aus,3.0,78.3,Du,Du,J,Keine,0.0,11,2018,Neu,Unfertig,286331.0
456,WN,Nied,Norm,Norm,20,1Fam,1Sto,2018,2019,8,5,EGWA,1143.36,Reg,Ebn,San,Inn,29.4,Pfla,BetonGeg,ZiegGla,27.54,Vinyl,Vinyl,Walm,VerbSch,Ag,Du,Ag,Ty,Ke,NAu,0.0,NAu,0.0,183.78,183.78,0.0,0.0,183.78,183.78,0.0,0.0,8,Typ,2,1,3,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,0.0,8.1,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2019.0,GAu,3.0,125.1,Du,Du,J,Keine,0.0,8,2019,Neu,Unfertig,215299.05
457,WN,Sindlin,Norm,Norm,60,1Fam,2Sto,2015,2016,9,5,EGWA,1442.07,UR1,Hng,San,SG,17.7,Pfla,BetonGeg,ZiegGla,54.0,Vinyl,Vinyl,Walm,VerbSch,Gu,Ag,Ag,Ty,Gu,GWR,109.62,NAu,0.0,16.2,125.82,1.0,0.0,251.82,127.26,124.56,0.0,11,Typ,3,1,3,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,16.38,3.33,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2015.0,Aus,3.0,60.3,Du,Du,J,Keine,0.0,3,2016,Neu,Unfertig,388744.95
458,WN,Nordend,Norm,Norm,60,1Fam,2Sto,1990,1998,7,6,EGWA,936.0,Reg,Ebn,San,Inn,24.0,Pfla,BetonSte,ZiegGla,25.2,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Mn,NAu,0.0,NAu,0.0,66.42,66.42,0.0,0.0,183.96,114.93,69.03,0.0,7,Ger1,2,1,3,1,Du,1,Du,GasWO,Du,J,SLSRo,2.52,6.57,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1990.0,NAu,2.0,44.01,Du,Du,J,Keine,0.0,3,2018,GarK,Normal,157250.0
459,WN,Nordend,Norm,Norm,20,1Fam,1Sto,1982,1997,7,7,EGWA,1022.22,UR1,Ebn,San,Eck,32.4,Pfla,BetonSte,Kein,0.0,Holz,Holz,Walm,VerbSch,Du,Du,Ty,Ty,Ke,UWR,31.14,NAu,0.0,70.02,101.16,0.0,0.0,144.9,144.9,0.0,0.0,8,Typ,2,0,3,1,Gu,1,Du,GasWO,Du,J,SLSRo,18.18,0.0,0.0,0.0,23.04,0.0,KeinPool,KeinZaun,Verbund,1982.0,GAu,2.0,46.35,Du,Du,J,Keine,0.0,5,2017,GarK,Normal,157250.0
460,WN,Nied,Norm,Norm,120,StHAb,1Sto,2015,2015,9,5,EGWA,658.17,Reg,Ebn,San,Inn,18.0,Pfla,BetonGeg,ZiegGla,22.14,Metall,Metall,Walm,VerbSch,Ag,Du,Ag,Ty,Ke,GWR,103.77,NAu,0.0,36.72,140.49,1.0,0.0,140.49,140.49,0.0,0.0,6,Typ,2,0,2,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,18.27,4.23,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2015.0,Aus,2.0,50.04,Du,Du,J,Keine,0.0,8,2017,GarK,Normal,235875.0
461,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1970,2003,6,6,EGWA,1163.61,UR1,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,ZiegGla,24.84,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Gu,GWR,62.73,NAu,0.0,34.56,97.29,1.0,0.0,97.29,97.29,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,3.24,7.38,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,CarPort,1970.0,NAu,1.0,36.09,Du,Du,J,Keine,0.0,6,2018,GarK,Normal,125800.0
462,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,2018,2018,8,5,EGWA,929.16,UR1,Ebn,San,Eck,28.5,Pfla,BetonGeg,ZiegGla,12.6,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,78.48,NAu,0.0,34.38,112.86,1.0,0.0,112.86,112.86,0.0,0.0,5,Typ,2,0,2,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,15.12,8.28,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2018.0,GAu,3.0,72.9,Du,Du,J,Keine,0.0,3,2019,GarK,Normal,188530.0
463,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1966,2010,5,7,EGWA,528.12,Reg,Ebn,San,Inn,22.2,Pfla,BetonSte,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,UWR,22.32,DAR,21.6,40.32,84.24,1.0,0.0,84.24,84.24,0.0,0.0,4,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,7.2,0.0,14.4,0.0,KeinPool,KeinZaun,Verbund,1966.0,Aus,1.0,27.72,Du,Du,J,Keine,0.0,5,2020,GarK,Normal,109650.0
464,WN,Ginnhei,Norm,Norm,60,1Fam,2Sto,2003,2004,6,5,EGWA,691.65,UR1,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,ZiegGla,10.08,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,DWR,46.62,NAu,0.0,16.11,62.73,0.0,0.0,135.09,62.73,72.36,0.0,6,Typ,2,1,3,1,Gu,1,Du,GasWO,Gu,J,SLSRo,17.1,5.67,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2003.0,Aus,2.0,37.8,Du,Du,J,Keine,0.0,5,2016,GarK,Normal,140760.0
